mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_penalty,param_C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.001859744389851888,0.000651878145761817,0.0,0.0,sag,l1,10.0,"{'solver': 'sag', 'penalty': 'l1', 'C': 10}",,,,,,6
0.007483084996541341,0.0006590176569337571,0.0026796658833821616,0.0019133241384805628,saga,l2,1.0,"{'solver': 'saga', 'penalty': 'l2', 'C': 1.0}",0.8185096153846154,0.8004807692307693,0.8137019230769231,0.8108974358974358,0.007622715380785434,3
0.023618698120117188,0.004177616129692739,0.0026116371154785156,0.0004186456907705664,newton-cg,l2,10.0,"{'solver': 'newton-cg', 'penalty': 'l2', 'C': 10}",0.8173076923076923,0.8040865384615384,0.8125,0.811298076923077,0.005464015102959082,2
0.0009707609812418619,0.0007179921663269476,0.0,0.0,newton-cg,elasticnet,0.01,"{'solver': 'newton-cg', 'penalty': 'elasticnet', 'C': 0.01}",,,,,,6
0.007346232732137044,0.00010993524087004706,0.00238800048828125,0.001702514347949064,liblinear,l1,1.0,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 1.0}",0.8209134615384616,0.8004807692307693,0.8137019230769231,0.8116987179487181,0.008461022468727108,1
0.009091695149739584,0.003123101365833501,0.0012214183807373047,0.0010970018045605222,liblinear,l2,100.0,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 100}",0.8185096153846154,0.8028846153846154,0.8112980769230769,0.8108974358974358,0.006385167247800169,3
0.0006711483001708984,0.0004746082585332725,0.0,0.0,liblinear,elasticnet,0.1,"{'solver': 'liblinear', 'penalty': 'elasticnet', 'C': 0.1}",,,,,,6
0.0007595221201578776,0.0006281460525579007,0.0,0.0,liblinear,none,0.01,"{'solver': 'liblinear', 'penalty': 'none', 'C': 0.01}",,,,,,6
0.0014763673146565754,0.0006513663747389519,0.0,0.0,liblinear,none,100.0,"{'solver': 'liblinear', 'penalty': 'none', 'C': 100}",,,,,,6
0.005933125813802083,0.00023506849414917718,0.0037164688110351562,0.00027701332029516013,liblinear,l2,0.1,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.1}",0.8185096153846154,0.7872596153846154,0.8040865384615384,0.8032852564102564,0.012770334495600342,5
