,Count,Missing,Mean,Min,Max
purchases,2937.0,2937.0,5.000105352508715,0.5781629550845526,9.49470051103734
time_spent,2937.0,2937.0,100.01523032678031,80.08240442659795,119.90240534202508
n_visits,2937.0,2937.0,8.884043230538577,1.0,22.334292151809436
