mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_penalty,param_C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0008607705434163412,0.0006405590485223414,0.0,0.0,liblinear,elasticnet,100.0,"{'solver': 'liblinear', 'penalty': 'elasticnet', 'C': 100}",,,,,,6
0.0017401377360026042,0.000524559754076989,0.0,0.0,sag,l1,0.1,"{'solver': 'sag', 'penalty': 'l1', 'C': 0.1}",,,,,,6
0.0009264151255289713,0.000727412553824019,0.0,0.0,saga,elasticnet,100.0,"{'solver': 'saga', 'penalty': 'elasticnet', 'C': 100}",,,,,,6
0.0037812391916910806,0.0013176767471272523,0.002746105194091797,0.00169723018794613,liblinear,l1,0.01,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.01}",0.7704326923076923,0.796875,0.7956730769230769,0.7876602564102564,0.01219160581306325,5
0.0008745988210042318,0.0001908719378225619,0.0,0.0,saga,none,0.01,"{'solver': 'saga', 'penalty': 'none', 'C': 0.01}",,,,,,6
0.006662845611572266,0.000843791275392334,0.001873016357421875,0.0014390351482502018,liblinear,l1,100.0,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 100}",0.8185096153846154,0.8028846153846154,0.8112980769230769,0.8108974358974358,0.006385167247800169,2
0.011430025100708008,0.007447726170844894,0.0,0.0,newton-cg,l2,0.1,"{'solver': 'newton-cg', 'penalty': 'l2', 'C': 0.1}",0.8137019230769231,0.7884615384615384,0.8064903846153846,0.8028846153846154,0.010615097195105611,4
0.000686486562093099,0.0004899900824413741,0.0,0.0,sag,none,10.0,"{'solver': 'sag', 'penalty': 'none', 'C': 10}",,,,,,6
0.004557132720947266,0.002527849802344898,0.004067579905192058,0.004420528625799539,sag,l2,100.0,"{'solver': 'sag', 'penalty': 'l2', 'C': 100}",0.8185096153846154,0.8040865384615384,0.8112980769230769,0.811298076923077,0.0058881964970749715,1
0.005163987477620442,0.00023852833234993992,0.0022242069244384766,0.00024336803463482815,saga,l1,0.1,"{'solver': 'saga', 'penalty': 'l1', 'C': 0.1}",0.8245192307692307,0.796875,0.8064903846153846,0.8092948717948718,0.011458613498457589,3
